name,category,neighborhood,full_address,rating,review_count,phone,website,links_on_site,google_maps_url,scraped_at
"Plaza Premium Lounge (International Departures, Terminal 2)",Travel lounge,Addis Ababa,"After security, Terminal 2, International Departures Bole International Airport, Addis Ababa, Ethiopia",4.6,2260.0,,https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/ethiopia/addis-ababa/addis-ababa-bole-international-airport/international-departures-terminal-two?utm_source=google&utm_medium=organic&utm_campaign=mybusiness&utm_content=ADD_Intl_Dep_T2,http://www.plazapremiumgroup.com/ | https://booking.plazapremiumlounge.com/pplibe/registeruser?language=en-uk | https://www.airport-dining.com/ | https://www.allwaysvip.com/ | https://www.facebook.com/plazapremiumlounge | https://www.instagram.com/plazapremiumlounge | https://www.intervalsbar.com/ | https://www.myaerotel.com/ | https://www.mysmarttraveller.com/h/home | https://www.plaza-network.com/booking | https://www.plazapremiumfirst.com/ | https://www.plazapremiumlounge.com/ | https://www.plazapremiumlounge.com/Find/India-Middle-East-south-africa/Ethiopia/addis-ababa/Addis-Ababa-Bole-International-Airport | https://www.plazapremiumlounge.com/Home | https://www.plazapremiumlounge.com/PlazaPremiumLounge/media/PPLMedia/Hotel/location_map/Factsheet_PPL_ADD_10686_EN.pdf | https://www.plazapremiumlounge.com/PlazaPremiumLounge/media/PPLMedia/Lounges/ADD_gallery_1600_800.jpg?ext=.jpg | https://www.plazapremiumlounge.com/PlazaPremiumLounge/media/PPLMedia/Pages/Home/PPG_WeChat_640x640.JPG | https://www.plazapremiumlounge.com/discover/data-privacy-security-policy/ | https://www.plazapremiumlounge.com/discover/group-bookings/ | https://www.plazapremiumlounge.com/discover/terms-of-use/ | https://www.plazapremiumlounge.com/en-US/Campaign/yourdestinationbeforedeparture?utm_source=PPL&utm_medium=Homepage&utm_campaign=BrandCampaign&utm_content=menu_button | https://www.plazapremiumlounge.com/en-US/campaign/yourdestinationbeforedeparture?utm_source=PPL&utm_medium=Homepage&utm_campaign=BrandCampaign&utm_content=menu_button | https://www.plazapremiumlounge.com/en-uk | https://www.plazapremiumlounge.com/en-uk/discover/about-us | https://www.plazapremiumlounge.com/en-uk/discover/contact-us | https://www.plazapremiumlounge.com/en-uk/discover/data-privacy-security-policy | https://www.plazapremiumlounge.com/en-uk/discover/faqs | https://www.plazapremiumlounge.com/en-uk/discover/group-bookings | https://www.plazapremiumlounge.com/en-uk/discover/news | https://www.plazapremiumlounge.com/en-uk/discover/partner-offers | https://www.plazapremiumlounge.com/en-uk/discover/partner-portal | https://www.plazapremiumlounge.com/en-uk/discover/ppg-entertainment | https://www.plazapremiumlounge.com/en-uk/discover/terms-and-conditions | https://www.plazapremiumlounge.com/en-uk/find/americas/argentina/buenos-aires | https://www.plazapremiumlounge.com/en-uk/find/americas/bermuda/hamilton-bda | https://www.plazapremiumlounge.com/en-uk/find/americas/brazil/rio-de-janeiro | https://www.plazapremiumlounge.com/en-uk/find/americas/brazil/sao-paulo | https://www.plazapremiumlounge.com/en-uk/find/americas/canada/calgary-yyc | https://www.plazapremiumlounge.com/en-uk/find/americas/canada/edmonton | https://www.plazapremiumlounge.com/en-uk/find/americas/canada/montreal | https://www.plazapremiumlounge.com/en-uk/find/americas/canada/toronto | https://www.plazapremiumlounge.com/en-uk/find/americas/canada/vancouver | https://www.plazapremiumlounge.com/en-uk/find/americas/canada/winnipeg | https://www.plazapremiumlounge.com/en-uk/find/americas/colombia/barranquilla | https://www.plazapremiumlounge.com/en-uk/find/americas/colombia/bogota | https://www.plazapremiumlounge.com/en-uk/find/americas/colombia/bucaramanga | https://www.plazapremiumlounge.com/en-uk/find/americas/colombia/cali | https://www.plazapremiumlounge.com/en-uk/find/americas/colombia/cartagena | https://www.plazapremiumlounge.com/en-uk/find/americas/colombia/medellin | https://www.plazapremiumlounge.com/en-uk/find/americas/el-salvador/san-salvador | https://www.plazapremiumlounge.com/en-uk/find/americas/mexico/cancun | https://www.plazapremiumlounge.com/en-uk/find/americas/south-america/santiago-scl | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/atlanta-atl | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/austin-aus | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/cincinnati-cgv | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/cleveland-hopkins-international-airport-cle | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/columbus-cmh | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/dallas-fort-worth | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/detroit-dtw | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/jacksonville-jax | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/milwaukee-mke | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/minneapolis-msp | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/new-orleans-msy | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/new-york | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/oklahoma-city-okc | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/orlando | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/palm-springs-psp | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/pittsburgh-pit | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/reno-rno | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/sacramento-smf | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/saint-louis-stl | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/san-francisco | https://www.plazapremiumlounge.com/en-uk/find/americas/united-states-of-america/washington-dc | https://www.plazapremiumlounge.com/en-uk/find/asia/australia/adelaide | https://www.plazapremiumlounge.com/en-uk/find/asia/australia/brisbane | https://www.plazapremiumlounge.com/en-uk/find/asia/australia/melbourne | https://www.plazapremiumlounge.com/en-uk/find/asia/australia/sydney | https://www.plazapremiumlounge.com/en-uk/find/asia/bangladesh/cox-s-bazar-cxb | https://www.plazapremiumlounge.com/en-uk/find/asia/bangladesh/dhaka-dac | https://www.plazapremiumlounge.com/en-uk/find/asia/bangladesh/sylhet | https://www.plazapremiumlounge.com/en-uk/find/asia/cambodia/phnom-penh-1 | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/ambon-amq | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/balikpapan-bpn | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/bandar-lampung-tkg | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/banjarmasin-bdj | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/denpasar-dps-1 | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/indonesia | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/jakarta | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/jambi-djb | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/kediri | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/kupang-koe | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/lombok | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/makassar | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/manado-mdc | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/medan | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/padang-pdg | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/palembang-plm | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/progo-yia | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/semarang-srg | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/solo-soc | https://www.plazapremiumlounge.com/en-uk/find/asia/indonesia/surabaya-sub | https://www.plazapremiumlounge.com/en-uk/find/asia/japan/fukuoka | https://www.plazapremiumlounge.com/en-uk/find/asia/japan/nagoya | https://www.plazapremiumlounge.com/en-uk/find/asia/kazakhstan/almaty-ala | https://www.plazapremiumlounge.com/en-uk/find/asia/malaysia/johor-jhb | https://www.plazapremiumlounge.com/en-uk/find/asia/malaysia/kuala-lumpur | https://www.plazapremiumlounge.com/en-uk/find/asia/malaysia/langkawi | https://www.plazapremiumlounge.com/en-uk/find/asia/malaysia/penang | https://www.plazapremiumlounge.com/en-uk/find/asia/myanmar/mandalay | https://www.plazapremiumlounge.com/en-uk/find/asia/new-zealand/auckland | https://www.plazapremiumlounge.com/en-uk/find/asia/new-zealand/christchurch | https://www.plazapremiumlounge.com/en-uk/find/asia/new-zealand/queenstown | https://www.plazapremiumlounge.com/en-uk/find/asia/philippines/cebu | https://www.plazapremiumlounge.com/en-uk/find/asia/philippines/clark | https://www.plazapremiumlounge.com/en-uk/find/asia/philippines/manila | https://www.plazapremiumlounge.com/en-uk/find/asia/singapore/singapore | https://www.plazapremiumlounge.com/en-uk/find/asia/solomon-islands/honiara-hir | https://www.plazapremiumlounge.com/en-uk/find/asia/south-korea/busan | https://www.plazapremiumlounge.com/en-uk/find/asia/south-korea/seoul | https://www.plazapremiumlounge.com/en-uk/find/asia/thailand/bangkok | https://www.plazapremiumlounge.com/en-uk/find/asia/thailand/chiang-mai | https://www.plazapremiumlounge.com/en-uk/find/asia/thailand/chiang-rai | https://www.plazapremiumlounge.com/en-uk/find/asia/thailand/hat-yai | https://www.plazapremiumlounge.com/en-uk/find/asia/thailand/krabi-kbv | https://www.plazapremiumlounge.com/en-uk/find/asia/thailand/phuket | https://www.plazapremiumlounge.com/en-uk/find/asia/thailand/udon-thani | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/can-tho-vca | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/cat-bi-hph | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/chu-lai-vcl | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/con-dao-vcs | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/dong-hoi-vdh | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/hanoi | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/hanoi-1 | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/hanoi-2 | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/hanoi-3 | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/hanoi-4 | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/hochiminhcity | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/hue-hui | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/nha-trang | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/phu-cat-uih | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/phu-quoc-city-pqc | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/pleiku-pxu | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/tho-xuan-thd | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/tuy-hoa-tbb | https://www.plazapremiumlounge.com/en-uk/find/asia/vietnam/vinh-vii | https://www.plazapremiumlounge.com/en-uk/find/china-regions/hong-kong/hong-kong | https://www.plazapremiumlounge.com/en-uk/find/china-regions/macau/macau | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/beijing | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/cangzhou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/changchun | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/changsha | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/chengdu | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/chongqing | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/dali | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/dalian | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/dehong | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/diqing-dig | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/fuzhou-foc | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/guangzhou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/guiyang | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/haikou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/hangzhou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/harbin | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/hefei | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/jieyang | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/jilin | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/jinan | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/jinghong | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/jinzhou-jnz | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/kunming | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/langfang | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/lanzhou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/leshan | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/libo | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/lijiang | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/nanchang | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/nanjing | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/nanning | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/nanyang | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/ningbo | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/qingdao | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/quanzhou-jjn | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/sanya | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/shanghai | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/shenyang | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/shenzhen | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/suzhou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/taiyuan | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/taizhou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/tengchong | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/tianjin | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/urumqi | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/wuhan | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/wuxi | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/xian | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/zaozhuang | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/zhangjiakou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/zhaotong-zat | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/zhengzhou | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/zhuhai | https://www.plazapremiumlounge.com/en-uk/find/china-regions/mainland-china/zibo | https://www.plazapremiumlounge.com/en-uk/find/china-regions/taiwan/taipei | https://www.plazapremiumlounge.com/en-uk/find/europe/denmark/copenhagen | https://www.plazapremiumlounge.com/en-uk/find/europe/finland/helsinki | https://www.plazapremiumlounge.com/en-uk/find/europe/france/marseille | https://www.plazapremiumlounge.com/en-uk/find/europe/georgia/batumi-bus | https://www.plazapremiumlounge.com/en-uk/find/europe/georgia/tbilisi-tbs | https://www.plazapremiumlounge.com/en-uk/find/europe/germany/frankfurt | https://www.plazapremiumlounge.com/en-uk/find/europe/hungary/budapest | https://www.plazapremiumlounge.com/en-uk/find/europe/italy/bergamo-bgy | https://www.plazapremiumlounge.com/en-uk/find/europe/italy/rome | https://www.plazapremiumlounge.com/en-uk/find/europe/latvia/riga-rix | https://www.plazapremiumlounge.com/en-uk/find/europe/north-macedonia/ohrid-ohd | https://www.plazapremiumlounge.com/en-uk/find/europe/north-macedonia/skopje-skp | https://www.plazapremiumlounge.com/en-uk/find/europe/spain/madrid | https://www.plazapremiumlounge.com/en-uk/find/europe/sweden/gothenburg | https://www.plazapremiumlounge.com/en-uk/find/europe/sweden/stockholm | https://www.plazapremiumlounge.com/en-uk/find/europe/switzerland/geneva | https://www.plazapremiumlounge.com/en-uk/find/europe/switzerland/zurich | https://www.plazapremiumlounge.com/en-uk/find/europe/turkiye/adana-cov | https://www.plazapremiumlounge.com/en-uk/find/europe/turkiye/ankara-esb | https://www.plazapremiumlounge.com/en-uk/find/europe/turkiye/antalya-ayt | https://www.plazapremiumlounge.com/en-uk/find/europe/turkiye/bodrum-bjv | https://www.plazapremiumlounge.com/en-uk/find/europe/turkiye/diyarbakir-diy | https://www.plazapremiumlounge.com/en-uk/find/europe/turkiye/istanbul | https://www.plazapremiumlounge.com/en-uk/find/europe/turkiye/izmir-adb | https://www.plazapremiumlounge.com/en-uk/find/europe/united-kingdom/bristol-brs | https://www.plazapremiumlounge.com/en-uk/find/europe/united-kingdom/east-midlands-ema | https://www.plazapremiumlounge.com/en-uk/find/europe/united-kingdom/edinburgh | https://www.plazapremiumlounge.com/en-uk/find/europe/united-kingdom/isle-of-man | https://www.plazapremiumlounge.com/en-uk/find/europe/united-kingdom/london | https://www.plazapremiumlounge.com/en-uk/find/europe/united-kingdom/manchester-man | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/botswana/gaborone-gbe | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/botswana/kasane-bbk | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/botswana/maun-mub | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/egypt/cairo | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/ethiopia/addis-ababa | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/ahmedabad | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/bangalore | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/bhubaneswar-bbi | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/guwahati-gau | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/jaipur-jai | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/lucknow-lko | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/mumbai | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/tiruchirappalli-trz | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/india/trivandrum-trv | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/jordan/amman | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/kenya/nairobi | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/madagascar/antananarivo-tnr | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/mozambique/mozambique-mpm | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/oman/duqm-dqm | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/oman/muscat | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/abha-international-airport-ahb | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/al-baha-abt | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/al-duwadimi-dwd | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/al-jouf-ajf | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/al-qaisumah-aqi | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/al-qassim-elq | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/al-qurayyat-ury | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/al-turaif-tui | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/al-ula-ulh | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/arar-rae | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/bisha-bhh | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/dammam | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/hail-has | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/hanak-rsi | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/haramain-high-speed-railway-makkah-mak | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/jeddah | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/jizan-giz | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/madinah-med | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/najran-eam | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/riyadh | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/tabuk-tuu | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/taif-regional-airport-tif | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/wadi-al-dawasir-wae | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/yanbu-ynb | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/south-africa/durban | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/south-africa/johannesburg | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/tanzania/dar-es-salaam | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/tanzania/zanzibar | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/tunisia/enfidha | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/tunisia/monastir-mir | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/united-arab-emirates/abu-dhabi | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/united-arab-emirates/dubai | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/west-africa-1/abuja | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/west-africa-1/lagos | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/west-africa/accra-acc | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/west-africa/kumasi-kms | https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/zimbabwe/harare | https://www.plazapremiumlounge.com/en-uk/ppl-pass-experience,,2026-05-10T06:38:32.492481+00:00
Sergegna | ሰርገኛ,"Wedding planner, Ethiopian restaurant, Wedding bakery, Wedding buffet, Wedding dress rental service, Wedding photographer, Wedding service, Wedding store, Wedding venue",Addis Ababa Megenagna Around Century Mall,"Addis Ababa Megenagna Around Century Mall, Ethiopia",,,+251 91 936 4676,https://sergegna.com/,http://abebaandhaymi.sergegna.com/ | http://aneniandtame.sergegna.com/ | http://directory.sergegna.com | http://sergegna.com/real-weddings/ | http://tsediandabrsh.sergegna.com/ | https://directory.sergegna.com/ | https://directory.sergegna.com/listings/capital-hotel-spa/ | https://directory.sergegna.com/listings/dj-zola/ | https://directory.sergegna.com/listings/djab/ | https://directory.sergegna.com/listings/kuriftu-resort-bishoftu/ | https://directory.sergegna.com/listings/liesak-resort/ | https://sergegna.com/ | https://sergegna.com/%e1%8a%a0%e1%8b%b2%e1%88%b5-%e1%8c%8e%e1%8c%86/ | https://sergegna.com/2021/03/ | https://sergegna.com/about-us/ | https://sergegna.com/blog/ | https://sergegna.com/contact-us/ | https://sergegna.com/just-married/ | https://sergegna.com/magazine/ | https://sergegna.com/real-weddings/,,2026-05-10T06:38:32.492481+00:00
Metro Bole Cafe and Restaurant,Restaurant,Morning Star Mall 1st floor,"Camerron st. Bole Medihanyalem Next to Ednamall, Morning Star Mall 1st floor, Ethiopia",3.8,36.0,,,,,2026-05-10T06:38:32.492481+00:00
ዮሴፍ,Bakery,ቦቴበር,"ቦሶቄ, ቦቴበር, Ethiopia",3.4,5.0,+251 91 578 8510,,,,2026-05-10T06:38:32.492481+00:00
Chiro Sweet Cake,Bakery,Asbe Teferi,"Asbe Teferi, Ethiopia",4.8,5.0,+251 94 301 5871,,,,2026-05-10T06:38:32.492481+00:00
Umi cake and bakery,Bakery,Asbe Teferi,"3VP8+GRV, Asbe Teferi, Ethiopia",4.0,1.0,+251 91 316 5006,,,,2026-05-10T06:38:32.492481+00:00
Anwar bakery,Bakery,Babile,"68HJ+89R, Babile, Ethiopia",5.0,3.0,,,,,2026-05-10T06:38:32.492481+00:00
GARAD CITY CENTER,Shopping mall,Addis Ababa 4040,"Welo Sefer Addis ababa, Addis Ababa 4040, Ethiopia",4.3,112.0,+251 11 157 8632,https://www.instagram.com/garad_city_center/,,,2026-05-10T06:38:32.492481+00:00
Ajay Rajput,Bakery,Addis Ababa,"XRM6+62W, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:38:32.492992+00:00
Natani Cafe and Restaurant,Western restaurant,Addis Ababa,"Unnamed Road, Addis Ababa, Ethiopia",4.1,51.0,+251 96 060 5555,,,,2026-05-10T06:38:32.492992+00:00
Wahillen Bakery PLC,Bakery,Asbe Teferi,"3VJ9+HGM, Asbe Teferi, Ethiopia",5.0,1.0,+251 93 809 4417,,,,2026-05-10T06:38:32.492992+00:00
La Patisserie,Cafe,Addis Ababa,"Menelik II Ave, Addis Ababa, Ethiopia",4.5,120.0,+251 99 506 9030,,,,2026-05-10T06:38:35.010333+00:00
Skandinavian bakery and pastry/ ስካንዲኔቭያን ቤከሪ,Bakery,Addis Ababa,"2Q79+7Q8, Addis Ababa, Ethiopia",3.9,11.0,+251 91 149 0291,,,,2026-05-10T06:38:35.010333+00:00
Seasons Cake,Pastry shop,Addis Ababa,"XQW7+C6G, Addis Ababa, Ethiopia",4.9,9.0,+251 90 665 2330,,,,2026-05-10T06:38:35.010333+00:00
Italian Bakery | Cherkos | ጣልያን ዳቦ ቤት | ጨርቆስ,Bakery,Kera፣አዲስ አበባ,"2Q34+GMR, Kera፣አዲስ አበባ, Ethiopia",5.0,1.0,,,,,2026-05-10T06:38:35.010333+00:00
Temptations Pastry Sheraton Addis,Pastry shop,Addis Ababa,"2QC5+4V, Addis Ababa, Ethiopia",4.5,14.0,+251 11 517 1717,,,,2026-05-10T06:38:35.010333+00:00
Chez Jean Pierre patisserie,Patisserie,Addis Ababa,"2Q79+3RJ, Addis Ababa, Ethiopia",4.3,53.0,+251 91 361 6531,https://www.chezjeanpierrefrenchpatisserie.com/,,,2026-05-10T06:38:35.010333+00:00
Shoa Dabo | Dembel | ሸዋ ዳቦ | ደምበል,Bakery,Addis Ababa,"2Q29+XGW, Africa Ave, Addis Ababa, Ethiopia",4.5,17.0,,,,,2026-05-10T06:38:35.010333+00:00
